hor,date,introduce,location,price,review,star

苏家健, /2009-09-01,,电子工业出版社,¥18.60,7条评论,width: 100%;

苗俊刚, /2013-01-01,,机械工业出版社,¥28.40,30条评论,width: 100%;

库克, /2013-04-01,较为少见的完整的从基础入门到进阶达人的机器人制作系列书籍。大卫·库克是摩托罗拉公司的工程经理，具有20年的电子技术工作经验。,人民邮电出版社,¥54.50,930条评论,width: 90%;

路辉, /2011-07-01,,机械工业出版社,¥30.00,19条评论,width: 90%;

鲍军鹏, /2011-07-01,本书为“计算机科学与技术系列”丛书中的一本。全书分为8章，内容涉及人工智能的基本概念、知识工程、确定性推理和不确定性推理、搜索策略、机器学习、人工神经网络，以及模式识别、自然语言处理和智能体等方面。每章后面都附有习题，以供读者练习。,机械工业出版社,¥30.80,97条评论,width: 100%;

墨菲, /2004-10-01,本书所包含的内容对手理解机器人中的人工智能方法是必不可少的，同时它也包含了人工智能机器人在感知、导航、路径规划、不确定导航等方面所必需的内容。本书作者Robin R.Murphy善于将理论与实际紧密地加以结合。例如在概述中，她在具体介绍如何组织机器人进行螺栓螺母作业的智能之前，先从古典影片和科幻故事中引出了像人的机器人。 在概述之后，作者将人工智能与一般的工程方法进行了对照和比较，讨论了她所称的人工智能机器人的三种范式：慎思式、反应式及慎思／反应混合式。其后的章节探讨了移动机器人的多智能体合作场景、导航和路径规划，并介绍了计算机视觉和距离传感器的基础内容。本书每章均包含有章节目标、复习题和练习。其中许多章还包括如何将概念应用于实际机器人的一个或多个案例研究。 本书也是“智能机器人和自主智能体”,电子工业出版社,¥23.20,3条评论,width: 90%;

徐德, /2016-01-01,,国防工业出版社发行部,¥41.65,10条评论,width: 10%;

邹慧君, /2016-04-06,本书不仅介绍了机器人的技术基础知识：包括机器人的构成、机器人的机构以及机器人的感官与控制；形形色色的机器人：玩具机器人、古代机器人、智能机器人。还给出了如何自己动手搭建机器人实例，包括简易仿生机器人的制作，智能循迹机器人的设计与制作，模块化仿生机器人的组装。使学生在学习的过程中，能够动手制作机器人。通过一个个形式多样、妙趣横生的制作过程，激发了学生的创新思维和培养了创新能力。,机械工业出版社,¥51.30,18条评论,width: 100%;

,,,哈尔滨工业大学出版社,¥19.80,0条评论,width: 0%;

克拉格, /2005-05-01,,机械工业出版社,¥38.70,6条评论,width: 90%;

杨振舰, /2014-09-01,目前数据挖掘与处理相关的理论专著、论文、科研成果较多，使得该学科得以丰富和发展，形成了许多理论、方法。本书多视角、多层次地介绍该学科知识，让读者能较系统地掌握本学科的理论精髓，较全面地了解和掌握相关技术。,化学工业出版社,¥46.90,7条评论,width: 0%;

卡罗尔·费尔柴尔德, /2018-04-10,,机械工业出版社,¥161.60,0条评论,width: 0%;

俞光昀, /2014-01-01,,电子工业出版社,¥23.70,7条评论,width: 100%;

周金平, /2011-11-01,编辑推荐 前言 数字化制造是指制造技术、计算机技术、网络技术与管理科学的交叉、融合、发展与应用的一种先进制造技术，也是制造企业、制造系统与生产过程、生产系统不断实现数字化的必然趋势。国内外的汽车、航空航天等高端制造业越来越多地采用数字化制造技术来重新制定企业未来发展战略。通过数字化制造系统，制造工程师可以在一个虚拟的环境中创建某个制造流程的完整定义，包括加工、装配线、加工中心、设施布局、人机工程学、资源等。在制造产品前，出于重用现有知识和优化流程的考虑，可以对产品的生产流程进行仿真优化、*工厂布局设计等。因此，生产系统仿真作为数字化制造核心领域之一，越来越受到高校、研究机构和企业的重视。 生产系统属于典型的离散事件动态系统，生产系统仿真建模方法大体上分为形式化建模（排队网络、PE,电子工业出版社,¥38.20,0条评论,width: 0%;

绪方胜彦, /2006-02-01,,清华大学出版社,¥75.70,16条评论,width: 100%;

肖田元, /2012-12-01,,清华大学出版社,¥58.70,184条评论,width: 100%;

何金田, /2012-01-01,,电子工业出版社,¥30.80,71条评论,width: 90%;

倪建军, /2011-09-01,,电子工业出版社,¥28.40,99条评论,width: 90%;

安杰利斯, /2004-08-01,,机械工业出版社,¥37.90,22条评论,width: 100%;

江铭炎, /2012-01-01,,科学出版社,¥59.30,141条评论,width: 90%;

苑玮琦, /2009-03-01,,科学出版社,¥53.70,6条评论,width: 90%;

于金霞, /2011-01-01,,电子工业出版社,¥30.80,76条评论,width: 90%;

赖纳·奥肯, /2018-06-01,本店所有图书均为正版 请放心购买，有任何问题请联系在线客户或致电18301102363，谢谢,国防工业出版社,¥78.70,0条评论,width: 0%;

吴孔辉, /2015-09-01,暂时没有内容,机械工业出版社,¥52.40,0条评论,width: 0%;

刘伟, /2011-05-01,,北京邮电大学出版社有限公司,¥26.40,0条评论,width: 0%;

,,,,¥54.00,0条评论,width: 0%;

, /2015-07-01,,武汉理工大学出版社,¥48.00,0条评论,width: 0%;

杨婕, /2013-01-01,,天津大学出版社,¥27.60,8条评论,width: 100%;

李传江, /2011-03-01,李传江、马广富编著的《**控制》既系统地阐述了国内外先进的前沿理论，又注重相关学科及工程技术的实践应用。在介绍解决静态**化问题的若干典型方法(如**梯度法、拉格朗日乘子法及惩罚函数法等方法)的基础上，又全面系统地阐述了古典变分理论、极小值原理、动态规划、线性二次型**调节器及奇异**控制等理论，这些方法和理论构成了**控制理论的基础框架。此外，该书还对极小值原理的几种典型工程应用——时间**控制、燃料**控制及能量**控制进行了详细而深入的论述。 全书理论联系实际，注重基础，循序渐进，基本概念和撰写思路清晰，重点、难点明确，理论分析和数学推导详简合适，可读性较强。,科学出版社,¥49.00,87条评论,width: 90%;

史忠植, /2016-02-01,导语_点评_推荐词,科学出版社,¥98.80,27条评论,width: 100%;

王积伟, /2004-05-01,,高等教育出版社,¥16.30,2条评论,width: 100%;

郝芸, /2013-05-01,,电子工业出版社,¥19.70,3条评论,width: 100%;

郑剑春, /2014-06-01,暂时没有内容,清华大学出版社,¥44.08,7条评论,width: 60%;

周志华, /2009-09-01,,清华大学出版社,¥28.40,73条评论,width: 90%;

肖田元, /2010-02-01,,清华大学出版社,¥33.80,164条评论,width: 90%;

李国勇, /2005-05-01,,电子工业出版社,¥28.40,23条评论,width: 90%;

福田敏男, /2016-05-03,,科学出版社,¥124.80,0条评论,width: 0%;

丹·范·鲍克塞尔, /2018-04-16,,机械工业出版社,¥86.00,1条评论,width: 0%;

陈晓龙, /2007-10-01,,西安电子科技大学出版社,¥22.10,13条评论,width: 100%;

刘济, /2008-10-01,,高等教育出版社,¥26.40,11条评论,width: 100%;

隋金雪, /2016-04-01,暂时没有内容,清华大学出版社,¥20.88,0条评论,width: 0%;

王旭, /2007-08-01,,北京科文图书业信息技术有限公司,¥15.80,0条评论,width: 0%;

尼尔森, /2003-12-01,人工智能的发展历史反复经历了高峰和低谷的转换。由于人类智能之复杂及计算机软硬件之局限，决定了人工智能的发展道路崎岖不平。近几年来，通过人工智能研究者们的不断争论、探索和创新，并随着相关领域、特别是计算机技术的飞速发展，人工智能又进入发展期，一些新技术、新观念被集成到这个领域。本书即是作者在此背景下撰写而成的。本书可作为人工智能的入门教材，适合所有对人工智能这门学科感兴趣的读者参考。,机械工业出版社,¥27.00,266条评论,width: 90%;

胡寿松, /2007-06-01,新定价链接：自动控制原理习题解析（第二版） 本书强化了理论联系实际的举措，紧密结合工程应用，其中设计及应用习题涉及多个应用领域。在民用工业控制方面，有双摆系统建模、机器人关节指向控制、造纸系统张力控制、机械爪系统性能分析、打磨机器人参数选择、热轧机控制、自动化高速公路系统、汽车点火系统调节、机器人双手协调控制、运动场摄像机移动控制、磁悬浮系统分析、汽车悬架系统控制等。在航空航天方面，有宇航员机动控制、飞机横滚控制、垂直起飞飞机稳定性分析、火星漫游车导向控制、空间站方位控制、变质量民航机控制、航天飞机机械臂控制、空间机器人控制、卫星回收系统参数选择、空间站柔性臂控制、太阳黑子观测系统控制、空间机器人的内模控制等。在船舶工业中，有船舶航向控制、游船消摆控制等。在生物医疗保健,科学出版社,¥39.80,653条评论,width: 90%;

李玉山, /2009-01-01,,机械工业出版社,¥39.50,4条评论,width: 100%;

韩力群, /2002-01-01,,化学工业出版社,¥16.60,2条评论,width: 70%;

庞中华, /2009-08-01,,北京航空航天大学出版社,¥19.30,293条评论,width: 90%;

王正林, /2008-07-01,本书从应用角度出发，系统地介绍了MATLAB/Simulink及其在自动控制中的应用。通过典型样例，全面阐述了自动控制的基本原理、系统分类以及控制系统分析与设计的主要方法。全书共分13章，各章通过精心设计的应用实例来帮助读者理解和掌握自动控制原理以及MATLAB/Simulink相关功能和工具的使用。本书可作为自动控制、机械电子、信息处理、计算机仿真、计算机应用等专业大专院校学生和研究生的教学参考用书，也可供自动控制、计算机仿真及其相关领域的工程技术和研究人员参考。,电子工业出版社,¥29.70,333条评论,width: 90%;

邢吉生, /2011-09-01,嵌入式系统基础，领你熟悉硬件基本结构和指令系统，Linux基础开发，带你掌握内核基本知识和编译工具，嵌入式应用开发，为你打开驱动和图形等设计的大门。,北京大学出版社,¥34.70,8条评论,width: 100%;

贝克托, /2014-04-01,,人民邮电出版社发行部,¥53.80,1条评论,width: 0%;

韦康博, /2016-12-01,《智能机器人 从“深蓝”到AlphaGo》全面具体、视角独特、由浅入深地论述了智能机器人的相关知识，观点深刻大义、意味深长。本书详尽记述了人类生活中各种智能机器人的完美应用，让读者在阅读中切实感受智能机器人带给人类的便利和新奇，而这一切都得益于世界科技的发展。透过本书，读者可以在吸取智能机器人相关知识的同时，享受智能机器人的发展旅程所带给人的快乐。,人民邮电出版社,¥28.42,0条评论,width: 0%;

梁艳春, /2009-09-01,,科学出版社,¥45.80,48条评论,width: 90%;

姚宪华, /2010-09-01,,北京航空航天大学出版社,¥35.80,62条评论,width: 90%;

马锐, /2010-09-01,作者在多年来为研究生讲授“人工神经网络”课程讲义的基础上，结合部分相关研究成果，并参考国内外学者编著的相关书籍和文献资料撰写完成此书，力图为高等院校计算机科学与技术、电子、通信与自动控制等相关专业的研究生和高年级本科生，以及相关专业领域的科研人员和工程技术人员提供一本系统介绍人工神经网络基本理论和典型模型的教材和参考书籍。 本书注重了内容的选择和编排，围绕从理论到实践的主线，从介绍人工神经网络的基本概念、背景和历史入手，以人工神经网络模型信息处理性能的三个关键特性作为基础，以网络结构、学习算法、工作原理以及应用实例为核心详细介绍典型人工神经网络模型，以人工神经网络应用开发设计方法和实现带动理论联系实践，并通过对人工神经网络发展的简介启迪读者进行更深入的研究和应用开发,机械工业出版社,¥20.90,80条评论,width: 90%;

张兵, /2011-05-01,,科学出版社,¥46.60,136条评论,width: 90%;

达康塔, /2009-03-01,,中国科学技术出版社,¥17.90,138条评论,width: 90%;

潘立登, /2010-05-01,,中国电力出版社,¥39.30,20条评论,width: 100%;

尹超, /2010-09-01,,北京大学出版社,¥27.20,43条评论,width: 90%;

Gordon, /2008-01-01,,科学出版社,¥44.30,165条评论,width: 90%;

愈志根, /2011-06-01,,电子工业出版社,¥45.80,8条评论,width: 20%;

谭功全, /2013-05-01,《自动控制原理》按照教学大纲的要求编写，突出基础性、先进性和易读性，以工程应用为背景，全面阐述自动控制的基本理论、基本概念和基本方法，并配有大量的典型例题和习题。与其他类似教材相比，具有如下特点：（1）加强分析和设计能力的培养，注重工程概念和物理意义。（2）既强调手工运算步骤，又注意结合MATLAB软件作辅助分析与设计。（3）强调“控制”这一基本概念，抓住关键问题作详细阐述。（4）注重使学生能够自主、开放式地学习，激发其研究性学习的兴趣。（5）还引入了一些新的有价值的非线性环节。本书可作为高等学校自动化、电气工程及其自动化专业以及其他电气信息类专业本科“自动控制原理”课程的教材，也可供机电类专业参考。,北京大学出版社,¥34.70,15条评论,width: 100%;

西顿, /2016-01-01,,武汉出版社,¥37.00,0条评论,width: 0%;

斯利格, /2008-07-01,“涉及这一领域的多数教科书都涵盖关于机器人操作臂的运动学、动力学、控制、感知和规划等多种主题。而这本书与众不同的特点是它介绍了用于解决机器人学问题的数学工具，尤其是几何学工具。特别是，它面向对机器人学感兴趣的读者，用一种容易理解的方式介绍了李群以及与之相关联的代数和几何概念。作者的目的是展示这些方法应用于机器人学问题时的能力和美妙的结果” “我认为这本书构成了数学机器人学的基础，它将激励数学导向的机器人学的研究，而且孕育着机器人学向科学学科的转变。如果没有数学，机器人学能是什么样子呢？” ——MathSciNet,清华大学出版社,¥39.30,66条评论,width: 90%;

徐耀群, /2012-09-01,,黑龙江大学出版社有限责任公司,¥30.80,21条评论,width: 90%;

官伦, /2013-02-01,,重庆大学出版社,¥20.40,1条评论,width: 0%;

李人厚, /2013-02-01,,西安电子科技大学出版社,¥22.80,62条评论,width: 100%;

刘加海, /2018-07-01,,浙江大学出版社,¥60.40,0条评论,width: 0%;

修吉平, /2011-05-01,,机械工业出版社,¥14.60,1条评论,width: 100%;

吴培良, /2018-05-01,,科学出版社,¥53.70,0条评论,width: 0%;

杰森, /2016-12-01,译者连续两年将ROS的使用作为国防科技大学高年级本科生实践教学的重要环节，发现一个普遍问题：学生能够迅速理解ROS的框架结构和基本概念，但是实际使用时问题却层出不穷，而其中大部分是共性问题！O Kane教授这本 A Gentle Introduction to ROS 对ROS初学过程中的常见问题做了全面的总结。当然，这本书不仅仅是常见问题汇编，它还对概念和工具做了比在线文档更深入的剖析！故而，译者在征求O'Kane教授的同意后，将该书译为中文，供中国的ROS初学者在实际使用时参考。,国防工业出版社,¥26.90,68条评论,width: 100%;

宋国翠, /2015-11-01,,电子工业出版社,¥20.40,12条评论,width: 100%;

黄文坚, /2017-03-01,,清华大学出版社,¥237.60,1条评论,width: 0%;

高崇, /2010-09-01,OPNET自问世以来，其排名就一直位居网络仿真软件的前列，现在OPNET已经具有魔术般令人眩目的功能，但由于其精巧复杂的结构，使用起来让人如坠泥沼，学习和掌握OPNET也并不是能在短期内能完成的，其复杂程度可以用令人筋疲力尽来形容，很多研究人员都迫切需要一本对其相关知识和使用技巧进行全面、综合介绍的书籍。 为此，作者编写了《OPNET Modeler仿真建模大解密》，本书力求帮助读者在循序渐进地了解背景知识和软件操作的同时，达到知其然又知其所以然的境界。,电子工业出版社,¥46.60,15条评论,width: 100%;

赵玉新, /2013-08-01,,科学出版社,¥93.20,25条评论,width: 90%;

胡寿松, /2005-01-01,,科学出版社,¥29.30,4条评论,width: 100%;

法斯多姆, /2003-09-01,当人类迈着铿锵的步伐走进21世纪，蓦然回首，工业革命已成为历史，迎面吹来的是信息革命的强劲飓风。用信息技术改造军队，靠信息优势赢得战争，成为当今军队发展的趋势。纵观世界近期几场局部战争，无不打上了信息革命的烙印。当我们面对信息领域的对弈而思索时，深切感受到对理论的需求。,电子工业出版社,¥15.80,5条评论,width: 90%;

毛里奇奥·戴普瑞, /2017-01-01,,国防工业出版社,¥53.70,11条评论,width: 0%;

张炳达, /2008-10-01,,天津大学出版社,¥11.70,30条评论,width: 100%;

张宪民, /2015-08-01,,机械工业出版社,¥19.40,134条评论,width: 100%;

玛丽特·阿瓦德, /2017-10-26,,机械工业出版社,¥135.00,1条评论,width: 0%;

,,,,¥36.00,1条评论,width: 0%;

西奥多里蒂斯, /2010-02-01,本书综合考虑了有监督、无监督和半监督模式识别的经典的以及当前的理论和实践，为专业技术人员和高校学生建立起了完整的基本知识体系。本书由模式识别领域的两位**专家合著，全面阐述了模式识别的基础理论、**方法、以及各种应用。在第四版中增加了一些**方法，具体有：半监督学习、非线性降维技术和谱聚类。,电子工业出版社,¥63.80,2294条评论,width: 90%;

高磊磊, /2014-10-01,,暂无信息,¥33.90,0条评论,width: 0%;

张雨浓, /2010-10-01,,中山大学出版社,¥30.00,62条评论,width: 90%;

刘宏, /2012-09-01,,哈尔滨工业大学出版社,¥53.70,13条评论,width: 100%;

张秀华, /2007-09-01,,科学出版社,¥22.10,26条评论,width: 90%;

克里斯汀, /2012-10-01,编辑推荐 人工智能洛伯纳大奖得主解答人工智能程序思考与人性的问题探讨图灵测试提出的哲学、生物学和道德问题有趣的旁白和丰富的细节展开一场引人入胜、精彩十足的智力之旅探求人工智能在我们日常生活中有着怎样的含义,人民邮电出版社发行部,¥35.10,0条评论,width: 0%;

江毅, /2009-02-01,,科学出版社,¥43.50,27条评论,width: 90%;

张培艳, /2009-08-01,,上海交通大学出版社,¥15.80,105条评论,width: 90%;

王士同, /1998-12-01,,上海科学技术文献出版社,¥12.40,0条评论,width: 0%;

宋永端, /2012-08-01,更多精彩： 宋永端主编的《移动机器人及其自主化技术》是作者结合自身的研究工作，吸收和借鉴国内外有关文献内容编著而成的。全书遵循理论与实际相结合、侧重基本原理、体现研究重点、兼顾实际应用的原则，既注重基础，为移动机器人技术入门学习提供系统的理论指导，又强调理论联系实际，较为深入地介绍了机器人系统实际设计步骤及方法，同时还兼顾移动机器人技术的广度和深度，介绍了一些新的技术和新的方法，以帮助读者开阔视野。,机械工业出版社,¥46.60,70条评论,width: 90%;

, /2011-07-01,,中国标准出版社,¥131.10,5条评论,width: 100%;

殷际英, /2003-08-01,,化学工业出版社,¥22.10,17条评论,width: 90%;

多纳特, /2016-03-01,,人民邮电出版社发行部,¥41.65,1条评论,width: 0%;

沈理, /2014-09-01,,人民邮电出版社,¥134.00,0条评论,width: 0%;

张宇红, /2011-04-01,全球化规模经济和网络技术的高速发展使得人们的生活方式、价值取向、消费观念发生着史无前例的深刻变化，人们的日常生活越来越离不开必需的机器和物品。在这样的社会背景之下，传统的学术研究以及学生的领受方式都在悄然变革，提纲挈领、单向输入的教学方式与这个活泼的时代显得格格不人，为了发展和改善目前的设计教学的模式和观念，《人机工程与工业设计》在前人研究的基础上，对传统的人机工程学内容进行了大胆取舍，目标更加明确，定位更加清晰，旨在为工业设计专业学生提供一本有特色、高水准的应用教材。全书由张宇红负责统稿。,水利水电出版社,¥24.90,40条评论,width: 100%;

史峰, /2011-07-01,编辑推荐 《MATLAB智能算法30个案例分析》是由北京航空航天大学出版社出版的。,北航大学,¥28.90,0条评论,width: 0%;

蔡瑞胸, /2016-08-01,暂时没有内容,机械工业出版社,¥52.90,4条评论,width: 0%;

苏玉鑫, /2008-06-01,,科学出版社,¥28.00,0条评论,width: 0%;

吴敏, /2008-05-01,本书是对作者过去几年研究成果的一个总结，全面而系统地论述了基于自由权矩阵的时滞相关鲁棒控制方法。全书共分13个章节，具体内容包括线性时变时滞系统的稳定性分析、线性多时滞系统的稳定性分析、中立型系统的稳定性分析、线性时变时滞系统的镇定设计、具有时变时滞的离散系统时滞相关稳定性分析与镇定控制器设计等。该书可供各大专院校作为教材使用，也可供从事相关工作的人员作为参考用书使用。,科学出版社,¥37.90,44条评论,width: 90%;

布劳恩, /2012-07-01,EyeBot控制器及移动机器人的发展已逾十年之久，托马斯·布劳恩编写的《嵌入式机器人学：基于嵌入式系统的移动机器人设计与应用(第3版)》将采用 EyeBot控制器(EyeCon)和EyeBot系列移动机器人作为应用实例，对嵌入式系统和自主移动机器人进行深入地介绍。 本书整合了一些教学和科研的材料，可用于嵌入式系统、机器人学和自动化的课程。,西安交通大学出版社,¥59.30,169条评论,width: 90%;

加斯·H·巴兰泰, /2006-09-01,,山东科学技术出版社,¥45.00,3条评论,width: 100%;

普拉塔普·丹格迪, /2018-08-01,,东南大学出版社,¥77.40,0条评论,width: 0%;

周志华, /2011-11-01,,清华大学出版社发行部,¥38.25,0条评论,width: 0%;

肖秦琨, /2012-01-01,相关优秀图书推荐： 《 预测控制（第2版） 》 《 贝叶斯网络在智能信息处理中的应用 》 《 动力学系统建模与仿真 》 《 多关节机器人原理和维修 》,国防工业出版社,¥30.00,169条评论,width: 90%;

毛勇, /2014-03-01,机器人教育在我国已经开展了多年，但是在普及方面还存在明显的不足。很多教师和同学都希望能够拥有一套面向教育、价格适中的机器人教育解决方案，帮助他们在学校里以机器人社团或是校本课程的方式开展机器人活动。毛勇编著的这本《机器人的天空--基于Arduino的机器人制作》就是为了这样的目的而编写。本书选择了全球*为炙手可热的开源硬件平台Arduino作为机器人主控制器的基础，又根据教育的特点在其上进行了一些定制开发工作，将它的学习曲线进一步降低下来。 本书针对的读者是对机器人拥有热情但并不了解的初学者。,清华大学出版社,¥44.20,49条评论,width: 100%;

臧海波, /2014-02-01,不用专业基础就能读懂，并制作。 机器人制作是火热的话题，完成制作可以在身边环境（兴趣论坛、朋友圈子、学校中）受到关注，有一定实用价值。 实践操作性强：从工具和材料准备、装配方法、设计思路到制作过程都配合图片，进行了详细讲解，可以对照操作，来完成自己的制作。 所选制作实例也有相应的技术价值，读者不光可以制作出有趣的机器人，也可以从中学到相应的知识，比如模拟电路、神经元网络、数字电路等。,人民邮电出版社,¥22.62,1条评论,width: 70%;

布尔格, /2005-06-01,,东南大学出版社,¥61.60,6条评论,width: 90%;

,,,哈尔滨工程大学出版社,¥27.70,15条评论,width: 80%;

郝芸, /2006-09-01,,电子工业出版社,¥11.40,13条评论,width: 90%;

吴朝晖, /2009-03-01,,清华大学出版社,¥41.90,73条评论,width: 90%;

陈金宝, /2016-01-01,,上海交大,¥37.40,1条评论,width: 0%;

丹尼尔·诺克斯, /2018-09-01,你是《这！jiu是铁甲》的忠实粉丝吗？是不是早已被格斗舱中炫酷的铁甲所吸引？不要再试图压抑自己创作的小宇宙，快来制作属于你自己的机器人吧。本书将告诉你如何制作一系列有趣味的机器人：有的能走路，有的能画画，有的能搏斗 在学习制作机器人的同时，你还将学到连接电子线路、编写软件和使用各种工具等实用技能。,人民邮电出版社,¥47.00,0条评论,width: 0%;

约翰, /2016-08-01,2016，是人工智能60周年。从*主席的工业4.0，到国务院出台的关于积极推进 互联网 行动的指导意见中明确将之作为重点布局的11个领域之一，到机器人 十三五 规划，再到微软、谷歌和Facebook等全球科技巨头将2016作为人工智能*关键的发展节点，国内外在人工智能领域的全球化布局证明：人工智能将成为产业新风口，掀起新一轮技术创新热潮。 人类生活与工作的方式也正在被人工智能逐一颠覆：越来越多的工作被机器取代， 关灯工厂 遍布全球，人类劳动力面临着极大威胁；越来越多智能家居投入使用，苹果Siri、谷歌无人驾驶汽车、扫地机器人等智能机器，正引领人类进入一个极大的便利时代；越来越多的好莱坞科幻大片将人工智能作为核心主题，大肆渲染着它的颠覆性影响。那么，人工智能究竟是天使，还是魔鬼？未来的机器人是否真的会具备***的人类智慧,浙江人民出版社,¥55.10,56条评论,width: 100%;

雷特, /2010-09-01,,北京大学出版社,¥30.00,39条评论,width: 90%;

富兰克林, /2007-11-01,,人民邮电出版社,¥63.20,14条评论,width: 100%;

蔡启仲, /2009-08-01,,重庆大学出版社,¥25.20,17条评论,width: 100%;

卢西亚诺·弗洛里迪, /2016-05-01,,浙江人民出版社,¥99.00,0条评论,width: 0%;

张建华, /2012-01-01,,国防工业出版社,¥17.30,56条评论,width: 80%;

陈允平, /2002-08-01,《人工神经网络原理及其应用》分绪论、人工神经网络的基本原理与算法等九章，论述了人工神经网络的基本单元、网络结构、几种常用的人工神经网络的算法及其在电力系统中的应用。,中国电力出版社,¥11.10,7条评论,width: 80%;

码高机器人教育, /2016-12-01,,机械工业出版社,¥105.50,2条评论,width: 0%;

张宝俊, /2000-08-01,,北京理工大学出版社,¥3.80,0条评论,width: 0%;

张玉茹, /2007-04-01,,机械工业出版社,¥36.30,2条评论,width: 80%;

廖延彪, /2009-01-01,,清华大学出版社,¥34.20,62条评论,width: 100%;

夏银桥, /2011-02-01,,华中科技大学出版社,¥23.50,13条评论,width: 100%;

钮建伟, /2012-06-01,钮建伟等编著的《Jack人因工程基础及应用实例(附光盘)》以Jack为基础，介绍了Jack人因工程软件的常用命令，包括使用界面操作技巧、系统仿真的制作方法，以及人因分析工具的运用。对于Jack软件的初级用户，本书提供了大量仿真分析操作实例，可以迅速上手操作。 本书适用于从事机械设计、汽车、航空、航天、船舶、军工等重大设计领域的专业人士学习，也适合工业工程、车辆工程、机械工程、安全工程、采矿工程、人因工程等专业教学使用。教师通过书中的例题可以对学生进行详细的指导。,电子工业出版社,¥36.30,86条评论,width: 100%;

韦穗, /2013-01-01,,安徽大学出版社,¥24.20,15条评论,width: 100%;

孙汉卿, /2013-01-01,相关优秀图书推荐： 《 预测控制（第2版） 》 《 贝叶斯网络在智能信息处理中的应用 》 《 动力学系统建模与仿真 》 《 多关节机器人原理和维修 》,国防工业出版社,¥45.80,84条评论,width: 90%;

隋金雪, /2016-01-01,编辑推荐 用乐高拼装积木作为创新启蒙教具。通俗易懂的物理知识，机械运动、小小卫星、飞转的陀螺、直线运动、惯性平衡、电动小车、重力与重心动。让孩子真正动手去做，给孩子种下科学创新的种子。带孩子一起玩转乐高，让父母和孩子一起分享成长的快乐。,清华大学出版社发行部,¥30.60,1条评论,width: 0%;

刘伟, /2012-06-01,,电子工业出版社,¥22.10,33条评论,width: 100%;

蒋新松, /2003-04-01,,河北教育出版社,¥44.90,0条评论,width: 0%;

高铁红, /2010-07-01,,中国质检出版社(原中国计量出版社),¥19.70,62条评论,width: 90%;

党安明, /2011-08-01,,北京大学出版社,¥19.60,8条评论,width: 100%;

陈国嘉, /2016-01-01,,人民邮电出版社,¥147.00,0条评论,width: 0%;

赵卫东, /2016-11-01,本书不是一本深入探讨商务智能技术的学术性书籍，而是对商务智能的基本问题进行系统的介绍，为读者对商务智能的深入学习打下基础。为增强读者的感性认识，本书的讨论配有很多实例，每章*后还附有主要的参考文献以供读者更深入的学习。,清华大学出版社,¥28.42,0条评论,width: 0%;

郑剑春, /2013-04-01,,清华大学出版社,¥31.60,51条评论,width: 100%;

阮晓钢, /2006-05-01,,国防工业出版社,¥37.90,24条评论,width: 90%;

刘东, /2012-03-01,,清华大学出版社,¥20.00,4条评论,width: 0%;

罗文广, /2013-09-01,,机械工业出版社,¥25.60,46条评论,width: 100%;

张宝昌, /2016-06-01,暂时没有内容,清华大学出版社,¥17.40,0条评论,width: 0%;

王保军, /2015-10-01,《工业机器人基础》是结合工业机器人在工业建设中的应用，将传统教学和项目教学两种结构有机结合来编写的。本书的设计理念是：以能力为本位，以市场需求为导向，遵循“职业教育新理念”，以岗位工作综合能力培养为核心，注重各种能力训练之间的衔接和互补。全书内容通俗易懂，实用性强，体系安排难易适当，适合初学者入门。,华中科技大学出版社,¥25.30,60条评论,width: 0%;

肖克凡, /2016-10-01,,湖南文艺出版社,¥45.00,1条评论,width: 0%;

于重重, /2013-12-01,,机械工业出版社,¥27.50,225条评论,width: 100%;

焦李成, /2010-01-01,,清华大学出版社,¥192.00,0条评论,width: 0%;

刘金琨, /2008-06-01,《机器人控制系统的设计与MATLAB仿真》一书针对机器人控制，全面给出了PID控制、神经网络自适应控制、模糊自适应控制、迭代学习控制、反演控制、滑模控制、鲁棒控制等各种控制方法及算法。非常适合从事机器人控制的高年级本科生及研究生、工程技术人员阅读。书中配套提供了经过作者亲自验证的珍贵的程序代码，可以供读者二次开发使用。该书出版以来已经销售近万册！值得珍藏！,清华大学出版社,¥51.80,1条评论,width: 0%;

林锦实, /2012-01-01,,机械工业出版社,¥20.40,17条评论,width: 100%;

张益, /2012-01-01,本书可作为高等职业院校、本科院校、成人教育机构等机电、自动化以及相关专业教材，也可作为相关技术人员参考用书。,机械工业出版社,¥19.30,15条评论,width: 100%;

高隽, /2003-08-01,本书可作为电子科学与技术、信息与通信工程、计算机科学与技术、电气工程、控制科学与技术等专业研究生和高年级本科生的教材，同时对有关专业领域的研究人员和工程技术人员也有重要的参考价值。,机械工业出版社,¥16.00,1条评论,width: 80%;

刘光远, /2014-10-01,暂时没有内容,科学出版社,¥63.70,0条评论,width: 0%;

